CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_01480,Female,0,Yes,Yes,10,Yes,Fiber optic,Month-to-month,Yes,Electronic check,86.38,901.18,Yes
CUST_01481,Male,0,Yes,No,25,Yes,No,Month-to-month,No,Mailed check,19.72,495.19,Yes
CUST_01482,Male,0,No,Yes,57,No,No,Two year,No,Bank transfer,22.01,1236.31,No
CUST_01483,Female,0,No,No,66,Yes,No,One year,No,Bank transfer,22.3,1461.87,No
CUST_01484,Male,0,No,Yes,15,Yes,Fiber optic,Month-to-month,No,Mailed check,95.65,1410.43,Yes
CUST_01485,Male,0,No,No,28,Yes,Fiber optic,Two year,No,Mailed check,73.82,2054.95,No
CUST_01486,Male,1,No,No,13,Yes,Fiber optic,Two year,No,Bank transfer,100.01,1236.79,No
CUST_01487,Male,0,Yes,No,14,Yes,DSL,Two year,Yes,Mailed check,58.46,782.04,No
CUST_01488,Male,0,No,No,66,Yes,Fiber optic,Two year,No,Credit card,109.52,7424.26,No
CUST_01489,Male,0,No,Yes,34,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,93.65,3131.59,Yes
CUST_01490,Male,1,Yes,No,25,Yes,No,Month-to-month,No,Electronic check,18.59,478.47,No
CUST_01491,Male,0,Yes,Yes,54,Yes,No,Month-to-month,Yes,Mailed check,18.06,973.53,No
CUST_01492,Male,0,Yes,No,12,Yes,DSL,Month-to-month,Yes,Credit card,69.59,860.6,Yes
CUST_01493,Male,0,Yes,No,9,Yes,Fiber optic,Month-to-month,No,Electronic check,88.02,805.17,No
CUST_01494,Female,0,Yes,No,31,Yes,Fiber optic,Two year,Yes,Electronic check,82.96,2494.86,No
CUST_01495,Female,0,Yes,Yes,53,Yes,No,Two year,No,Electronic check,21.13,1114.05,No
CUST_01496,Male,0,Yes,No,43,Yes,DSL,One year,Yes,Mailed check,47.53,2085.72,No
CUST_01497,Female,0,Yes,Yes,38,Yes,Fiber optic,One year,No,Electronic check,87.64,3273.88,No
CUST_01498,Female,0,Yes,Yes,42,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,84.16,3426.37,No
CUST_01499,Male,0,No,Yes,72,Yes,No,Month-to-month,No,Bank transfer,23.6,1706.07,No
CUST_01500,Male,0,Yes,No,48,Yes,Fiber optic,Two year,No,Mailed check,77.87,3653.08,Yes
CUST_01501,Male,0,No,No,67,Yes,Fiber optic,Month-to-month,No,Mailed check,104.03,7036.05,Yes
CUST_01502,Female,0,No,No,66,Yes,No,One year,Yes,Electronic check,21.5,1386.79,No
CUST_01503,Female,0,No,No,16,Yes,Fiber optic,Month-to-month,No,Mailed check,73.68,1226.89,No
CUST_01504,Male,0,No,No,16,Yes,DSL,Two year,No,Bank transfer,78.94,1243.3,No
CUST_01505,Male,0,No,No,31,Yes,DSL,One year,No,Bank transfer,70.7,2280.92,No
CUST_01506,Male,0,No,No,58,Yes,No,One year,No,Bank transfer,19.82,1124.25,No
CUST_01507,Female,0,No,Yes,28,Yes,DSL,Month-to-month,Yes,Mailed check,65.36,1849.23,No
CUST_01508,Female,0,No,No,4,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,110.5,425.64,Yes
CUST_01509,Female,0,Yes,Yes,10,Yes,Fiber optic,Month-to-month,Yes,Mailed check,111.89,1150.01,No
CUST_01510,Female,0,No,Yes,51,Yes,No,Month-to-month,No,Credit card,23.12,1143.68,No
CUST_01511,Male,0,No,No,18,Yes,Fiber optic,Two year,Yes,Electronic check,102.75,1916.74,No
CUST_01512,Male,0,No,No,47,Yes,Fiber optic,Two year,Yes,Credit card,82.48,3858.18,No
CUST_01513,Male,0,No,Yes,32,Yes,DSL,Month-to-month,Yes,Bank transfer,79.64,2445.2,No
CUST_01514,Male,0,Yes,Yes,30,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.96,2395.56,Yes
CUST_01515,Female,0,No,No,36,Yes,DSL,Two year,Yes,Bank transfer,48.13,1781.12,No
CUST_01516,Female,0,Yes,Yes,9,No,No,Month-to-month,Yes,Bank transfer,24.84,214.1,Yes
CUST_01517,Male,1,Yes,Yes,36,No,No,Month-to-month,No,Credit card,19.07,695.15,No
CUST_01518,Male,1,No,Yes,29,Yes,DSL,Month-to-month,No,Bank transfer,63.26,1835.77,No
CUST_01519,Female,0,No,Yes,16,Yes,DSL,Month-to-month,Yes,Electronic check,61.39,963.54,No
CUST_01520,Male,0,Yes,No,21,Yes,Fiber optic,Month-to-month,No,Bank transfer,108.17,2329.62,No
CUST_01521,Female,0,No,No,64,Yes,Fiber optic,Month-to-month,No,Electronic check,87.85,5370.74,No
CUST_01522,Male,0,No,Yes,66,Yes,Fiber optic,One year,No,Credit card,92.6,6110.04,No
CUST_01523,Male,0,Yes,Yes,59,Yes,No,One year,No,Mailed check,18.31,1080.8,No
CUST_01524,Male,0,Yes,Yes,28,Yes,No,Month-to-month,No,Bank transfer,19.45,522.21,No
CUST_01525,Male,0,No,No,55,Yes,Fiber optic,Month-to-month,Yes,Credit card,107.48,5696.49,Yes
CUST_01526,Male,0,No,No,31,Yes,DSL,Two year,Yes,Bank transfer,61.74,1896.73,No
CUST_01527,Male,0,No,Yes,33,Yes,Fiber optic,One year,No,Electronic check,80.39,2662.62,No
CUST_01528,Male,0,Yes,Yes,60,Yes,No,Month-to-month,Yes,Bank transfer,20.58,1179.76,No
CUST_01529,Female,0,No,Yes,41,Yes,Fiber optic,Month-to-month,Yes,Mailed check,82.83,3230.19,Yes
CUST_01530,Female,0,Yes,No,46,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,95.03,4237.0,No
CUST_01531,Female,0,Yes,Yes,49,Yes,DSL,Month-to-month,Yes,Mailed check,46.8,2290.43,No
CUST_01532,Female,0,No,Yes,65,Yes,No,Two year,Yes,Mailed check,19.57,1213.87,No
CUST_01533,Female,0,Yes,Yes,42,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,85.97,3695.1,No
CUST_01534,Male,1,No,Yes,23,Yes,Fiber optic,One year,Yes,Credit card,111.77,2481.22,No
CUST_01535,Male,0,No,Yes,27,No,Fiber optic,Month-to-month,No,Bank transfer,98.05,2719.45,No
CUST_01536,Female,1,Yes,No,32,Yes,DSL,Two year,No,Mailed check,62.65,1945.57,No
CUST_01537,Male,1,No,No,3,No,No,Month-to-month,No,Credit card,19.34,57.12,Yes
CUST_01538,Female,0,Yes,No,60,Yes,Fiber optic,Month-to-month,Yes,Mailed check,95.1,5694.27,No
CUST_01539,Female,0,Yes,Yes,17,Yes,Fiber optic,One year,No,Mailed check,111.81,1871.66,No
CUST_01540,Male,0,No,No,32,Yes,DSL,One year,Yes,Bank transfer,64.82,1975.45,No
CUST_01541,Male,1,No,Yes,7,Yes,DSL,One year,No,Electronic check,50.77,369.89,Yes
CUST_01542,Male,0,No,No,71,Yes,Fiber optic,One year,No,Bank transfer,114.87,7981.64,No
CUST_01543,Female,0,No,No,69,Yes,DSL,Month-to-month,Yes,Electronic check,62.46,4152.88,Yes
CUST_01544,Male,0,Yes,Yes,58,Yes,Fiber optic,Month-to-month,No,Electronic check,84.38,4714.19,No
CUST_01545,Female,0,Yes,Yes,40,Yes,DSL,One year,Yes,Bank transfer,62.62,2623.6,No
CUST_01546,Female,0,Yes,Yes,48,Yes,DSL,One year,No,Electronic check,54.23,2504.88,Yes
CUST_01547,Female,0,No,No,51,No,Fiber optic,Month-to-month,No,Mailed check,71.37,3583.85,Yes
CUST_01548,Male,0,Yes,Yes,57,Yes,No,One year,Yes,Credit card,24.23,1321.21,No
CUST_01549,Male,1,Yes,No,71,No,Fiber optic,Two year,No,Bank transfer,89.3,6489.55,No
CUST_01550,Female,0,No,No,37,Yes,Fiber optic,Two year,No,Electronic check,103.88,3880.75,No
CUST_01551,Male,1,No,No,55,Yes,DSL,Month-to-month,No,Mailed check,78.99,4359.25,No
CUST_01552,Male,0,No,Yes,41,Yes,Fiber optic,Month-to-month,No,Credit card,98.47,4180.78,Yes
CUST_01553,Male,0,Yes,Yes,20,Yes,No,Month-to-month,No,Electronic check,22.84,460.18,Yes
CUST_01554,Female,0,No,Yes,33,No,DSL,Month-to-month,Yes,Electronic check,78.01,2691.72,Yes
CUST_01555,Female,0,Yes,No,40,Yes,DSL,Month-to-month,Yes,Mailed check,63.08,2554.16,Yes
CUST_01556,Male,0,Yes,No,34,Yes,DSL,Month-to-month,Yes,Credit card,56.2,1882.85,No
CUST_01557,Female,0,Yes,Yes,62,No,Fiber optic,Month-to-month,Yes,Credit card,111.46,6590.52,No
CUST_01558,Male,0,Yes,No,19,No,Fiber optic,Month-to-month,Yes,Mailed check,73.1,1420.28,No
CUST_01559,Male,1,Yes,No,43,Yes,DSL,Month-to-month,Yes,Credit card,52.51,2229.45,No
CUST_01560,Male,1,No,No,69,Yes,DSL,Month-to-month,No,Bank transfer,56.94,3968.13,No
CUST_01561,Male,0,Yes,Yes,63,Yes,No,Month-to-month,Yes,Credit card,23.47,1534.57,No
CUST_01562,Female,0,No,No,10,No,Fiber optic,Month-to-month,Yes,Electronic check,110.68,1052.27,No
CUST_01563,Female,0,Yes,No,13,Yes,Fiber optic,Month-to-month,No,Credit card,90.33,,No
CUST_01564,Female,0,Yes,Yes,5,Yes,No,Two year,No,Bank transfer,20.0,99.37,No
CUST_01565,Male,1,No,Yes,58,Yes,DSL,Two year,Yes,Bank transfer,57.36,3201.94,No
CUST_01566,Male,0,Yes,Yes,59,Yes,No,Month-to-month,No,Electronic check,22.6,1344.15,Yes
CUST_01567,Male,0,Yes,Yes,59,No,No,Two year,No,Electronic check,19.11,1130.93,No
CUST_01568,Female,1,No,Yes,15,Yes,DSL,Month-to-month,No,Bank transfer,64.16,995.34,Yes
CUST_01569,Male,0,No,Yes,1,Yes,Fiber optic,One year,No,Mailed check,96.48,96.69,No
CUST_01570,Female,0,Yes,No,38,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,101.85,3997.13,No
CUST_01571,Female,0,Yes,No,53,Yes,No,Two year,Yes,Credit card,22.23,1183.29,No
CUST_01572,Female,0,Yes,No,52,Yes,DSL,Month-to-month,No,Electronic check,48.39,2503.11,No
CUST_01573,Female,0,No,No,1,No,Fiber optic,Month-to-month,No,Mailed check,101.0,99.69,No
CUST_01574,Female,0,Yes,Yes,11,Yes,No,Month-to-month,No,Bank transfer,18.15,193.16,No
CUST_01575,Female,0,No,No,58,Yes,No,Two year,Yes,Electronic check,20.73,1212.57,No
CUST_01576,Male,0,No,Yes,40,Yes,No,Month-to-month,No,Credit card,20.92,840.48,No
CUST_01577,Male,0,Yes,Yes,60,Yes,Fiber optic,Month-to-month,Yes,Mailed check,75.25,4729.69,No
CUST_01578,Female,0,No,No,44,Yes,No,Month-to-month,Yes,Mailed check,18.07,788.07,No
CUST_01579,Female,0,Yes,No,6,Yes,DSL,Two year,No,Mailed check,47.49,282.71,No
CUST_01580,Male,0,Yes,Yes,28,Yes,Fiber optic,Month-to-month,No,Credit card,90.08,2437.55,No
CUST_01581,Female,0,No,Yes,31,Yes,Fiber optic,One year,No,Electronic check,80.82,2529.74,No
CUST_01582,Female,0,No,Yes,8,No,Fiber optic,Month-to-month,No,Bank transfer,73.1,605.18,Yes
CUST_01583,Male,0,No,Yes,5,Yes,DSL,One year,No,Electronic check,53.97,263.07,No
CUST_01584,Female,0,No,No,54,Yes,Fiber optic,Month-to-month,No,Credit card,93.8,4816.38,No
CUST_01585,Female,0,No,Yes,17,Yes,DSL,Month-to-month,No,Electronic check,70.97,1229.68,No
CUST_01586,Female,0,No,No,38,Yes,Fiber optic,Two year,Yes,Mailed check,88.54,3206.85,No
CUST_01587,Male,0,Yes,Yes,9,Yes,Fiber optic,One year,Yes,Bank transfer,97.59,870.36,Yes
CUST_01588,Male,0,Yes,Yes,14,Yes,No,Two year,Yes,Credit card,22.18,313.98,No
CUST_01589,Male,0,Yes,Yes,26,Yes,DSL,Two year,No,Mailed check,76.37,1963.01,No
CUST_01590,Female,0,No,No,62,No,No,Month-to-month,Yes,Electronic check,19.26,1165.27,No
CUST_01591,Female,0,No,Yes,25,Yes,DSL,One year,Yes,Mailed check,61.68,1588.02,No
CUST_01592,Male,0,No,No,36,Yes,Fiber optic,Two year,No,Electronic check,98.43,3473.02,No
CUST_01593,Female,0,Yes,No,33,Yes,Fiber optic,Month-to-month,Yes,Electronic check,93.39,2983.18,Yes
CUST_01594,Female,1,Yes,No,3,Yes,Fiber optic,Month-to-month,No,Credit card,90.27,267.77,Yes
CUST_01595,Female,0,No,Yes,11,Yes,No,Month-to-month,Yes,Electronic check,24.81,262.9,Yes
CUST_01596,Female,0,No,No,58,Yes,Fiber optic,Month-to-month,No,Mailed check,112.39,6642.77,Yes
CUST_01597,Female,0,No,No,64,Yes,Fiber optic,Month-to-month,No,Credit card,97.52,6372.1,No
CUST_01598,Male,0,No,Yes,18,No,Fiber optic,Two year,No,Bank transfer,89.78,1537.64,No
CUST_01599,Female,0,Yes,Yes,47,Yes,Fiber optic,Two year,Yes,Credit card,103.99,4982.88,No
CUST_01600,Male,0,Yes,No,44,Yes,Fiber optic,One year,No,Mailed check,93.08,4013.28,No
CUST_01601,Female,0,Yes,No,59,Yes,DSL,Month-to-month,Yes,Electronic check,79.84,4784.44,No
CUST_01602,Male,0,No,Yes,50,Yes,No,Month-to-month,Yes,Credit card,22.8,1163.62,No
CUST_01603,Female,0,Yes,No,69,Yes,No,One year,No,Credit card,18.48,1246.59,No
CUST_01604,Male,0,No,No,29,Yes,DSL,Month-to-month,Yes,Credit card,59.07,1659.05,No
CUST_01605,Female,0,No,No,67,Yes,No,Two year,Yes,Mailed check,23.11,1599.03,No
CUST_01606,Male,0,No,Yes,2,Yes,Fiber optic,Two year,Yes,Electronic check,107.91,,Yes
CUST_01607,Female,1,Yes,No,25,No,Fiber optic,Month-to-month,No,Bank transfer,106.6,2754.89,Yes
CUST_01608,Male,0,Yes,Yes,19,Yes,DSL,Month-to-month,Yes,Bank transfer,79.2,1495.19,No
CUST_01609,Female,1,No,Yes,40,Yes,No,Month-to-month,Yes,Electronic check,21.42,853.21,No
CUST_01610,Male,0,Yes,Yes,2,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,76.3,150.23,Yes
CUST_01611,Male,0,No,No,65,Yes,Fiber optic,Month-to-month,Yes,Electronic check,99.35,6457.21,No
CUST_01612,Female,0,No,Yes,62,Yes,Fiber optic,Two year,Yes,Credit card,73.18,4603.89,No
CUST_01613,Female,0,No,No,54,Yes,Fiber optic,Two year,Yes,Credit card,113.81,6338.97,No
CUST_01614,Male,0,Yes,Yes,45,Yes,Fiber optic,Two year,No,Mailed check,104.13,4537.56,No
CUST_01615,Female,0,Yes,No,49,Yes,Fiber optic,Two year,No,Credit card,114.2,5542.71,No
CUST_01616,Male,0,No,No,69,Yes,Fiber optic,Two year,No,Mailed check,86.98,5978.09,No
CUST_01617,Male,1,Yes,No,38,Yes,Fiber optic,Two year,No,Bank transfer,70.71,2683.79,No
CUST_01618,Male,0,Yes,Yes,4,Yes,No,One year,Yes,Bank transfer,21.65,86.96,Yes
CUST_01619,Female,0,Yes,No,17,Yes,No,Month-to-month,Yes,Credit card,18.85,330.09,No
CUST_01620,Male,0,Yes,No,53,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.58,5536.82,No
CUST_01621,Male,0,No,Yes,53,Yes,No,Month-to-month,Yes,Bank transfer,21.48,1099.78,Yes
CUST_01622,Female,0,Yes,Yes,31,No,No,Month-to-month,No,Bank transfer,23.27,736.84,No
CUST_01623,Female,0,No,No,22,Yes,DSL,Two year,No,Bank transfer,55.19,1211.59,No
CUST_01624,Female,1,No,Yes,11,Yes,No,Month-to-month,Yes,Electronic check,23.8,259.69,Yes
CUST_01625,Female,0,Yes,Yes,34,No,DSL,Month-to-month,Yes,Credit card,67.78,2215.37,No
CUST_01626,Male,0,No,Yes,15,Yes,DSL,Month-to-month,Yes,Mailed check,79.57,1141.53,No
CUST_01627,Male,0,No,No,10,Yes,Fiber optic,Month-to-month,No,Electronic check,78.04,817.64,No
CUST_01628,Male,1,Yes,Yes,53,Yes,Fiber optic,Month-to-month,No,Electronic check,72.3,3886.6,No
CUST_01629,Male,0,No,No,48,No,Fiber optic,Month-to-month,No,Bank transfer,108.3,5173.54,Yes
CUST_01630,Female,0,No,Yes,31,Yes,Fiber optic,Month-to-month,Yes,Mailed check,85.23,2711.3,No
CUST_01631,Male,0,Yes,Yes,37,Yes,DSL,Month-to-month,Yes,Electronic check,60.09,2132.55,Yes
CUST_01632,Male,0,Yes,No,28,No,No,Month-to-month,Yes,Bank transfer,24.48,692.8,No
CUST_01633,Female,0,Yes,Yes,31,Yes,Fiber optic,Month-to-month,No,Electronic check,89.83,2829.5,Yes
CUST_01634,Male,0,Yes,Yes,70,Yes,No,One year,No,Bank transfer,20.09,1399.29,No
CUST_01635,Male,0,Yes,Yes,14,Yes,Fiber optic,Month-to-month,No,Mailed check,72.68,992.31,Yes
CUST_01636,Male,0,No,Yes,16,Yes,Fiber optic,Month-to-month,Yes,Mailed check,89.93,1504.32,Yes
CUST_01637,Male,0,No,No,25,No,Fiber optic,One year,No,Bank transfer,99.47,2437.37,No
CUST_01638,Male,0,Yes,No,39,Yes,Fiber optic,Month-to-month,Yes,Credit card,82.11,3082.25,No
CUST_01639,Male,0,Yes,No,66,Yes,DSL,Month-to-month,Yes,Electronic check,70.12,4688.45,Yes
CUST_01640,Female,0,No,No,38,Yes,Fiber optic,Two year,Yes,Credit card,91.52,3503.68,No
CUST_01641,Female,0,Yes,No,41,Yes,DSL,One year,No,Electronic check,75.03,3154.76,No
CUST_01642,Male,0,Yes,No,40,Yes,Fiber optic,Month-to-month,No,Mailed check,77.28,3169.58,No
CUST_01643,Male,0,No,No,64,Yes,No,Two year,No,Electronic check,23.3,1509.1,No
CUST_01644,Female,0,No,Yes,16,Yes,DSL,Two year,No,Bank transfer,77.64,1205.9,No
CUST_01645,Male,1,No,No,59,Yes,Fiber optic,Month-to-month,No,Bank transfer,103.36,6334.51,No
CUST_01646,Male,0,Yes,No,11,No,Fiber optic,Two year,No,Bank transfer,88.27,946.5,No
CUST_01647,Male,0,No,No,1,Yes,DSL,Two year,Yes,Credit card,53.07,50.91,No
CUST_01648,Female,0,Yes,Yes,13,Yes,DSL,Month-to-month,No,Mailed check,48.44,617.26,No
CUST_01649,Male,0,No,No,30,No,DSL,One year,No,Mailed check,67.48,2021.09,No
CUST_01650,Female,0,Yes,No,69,Yes,DSL,Month-to-month,Yes,Mailed check,50.0,3348.97,Yes
CUST_01651,Male,0,Yes,No,18,No,DSL,One year,No,Bank transfer,74.34,1315.87,No
CUST_01652,Female,0,Yes,Yes,13,Yes,Fiber optic,One year,No,Mailed check,113.23,1474.05,No
CUST_01653,Female,0,No,No,32,Yes,Fiber optic,Month-to-month,Yes,Credit card,76.11,2392.41,No
CUST_01654,Male,0,No,Yes,71,Yes,No,Two year,No,Credit card,20.63,1404.74,No
CUST_01655,Female,0,No,Yes,72,Yes,No,Two year,Yes,Credit card,24.56,1714.84,No
CUST_01656,Male,0,Yes,Yes,50,Yes,Fiber optic,Two year,Yes,Bank transfer,91.18,4693.22,No
CUST_01657,Female,0,No,Yes,71,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.09,6984.18,No
CUST_01658,Male,1,No,No,31,Yes,DSL,Month-to-month,No,Mailed check,71.16,2128.5,No
CUST_01659,Male,1,Yes,Yes,51,Yes,Fiber optic,Two year,Yes,Credit card,79.47,4126.54,No
CUST_01660,Female,0,Yes,Yes,27,Yes,DSL,Month-to-month,No,Electronic check,79.27,2227.1,No
CUST_01661,Male,0,No,No,60,Yes,Fiber optic,Month-to-month,Yes,Electronic check,105.14,6181.68,Yes
CUST_01662,Male,0,No,Yes,33,Yes,No,Two year,No,Credit card,19.13,652.08,No
CUST_01663,Female,0,No,Yes,53,Yes,DSL,Month-to-month,Yes,Credit card,48.89,2695.95,No
CUST_01664,Male,0,Yes,Yes,72,Yes,Fiber optic,Month-to-month,No,Mailed check,112.07,7907.46,No
CUST_01665,Male,0,No,Yes,33,Yes,Fiber optic,Month-to-month,No,Mailed check,100.83,3179.78,No
CUST_01666,Female,0,Yes,Yes,41,Yes,No,Month-to-month,No,Electronic check,18.27,780.29,No
CUST_01667,Female,0,Yes,Yes,19,Yes,DSL,Month-to-month,No,Electronic check,49.97,,No
CUST_01668,Male,0,No,No,41,Yes,DSL,Month-to-month,No,Electronic check,46.67,1820.58,No
CUST_01669,Male,0,No,No,42,Yes,No,Month-to-month,No,Bank transfer,24.82,1039.77,Yes
CUST_01670,Female,0,Yes,No,23,Yes,DSL,Two year,No,Electronic check,62.42,1380.62,No
CUST_01671,Female,0,Yes,No,33,Yes,Fiber optic,Month-to-month,No,Bank transfer,90.8,3116.65,No
CUST_01672,Male,1,No,Yes,20,Yes,No,One year,No,Mailed check,24.69,476.77,No
CUST_01673,Female,0,No,Yes,25,Yes,No,Month-to-month,Yes,Electronic check,21.53,527.78,Yes
CUST_01674,Male,0,No,Yes,52,Yes,DSL,One year,Yes,Mailed check,63.12,3377.65,No
CUST_01675,Male,1,Yes,No,12,Yes,Fiber optic,Two year,Yes,Electronic check,114.28,1413.43,No
CUST_01676,Male,1,Yes,No,32,Yes,DSL,One year,Yes,Mailed check,48.9,1627.6,No
CUST_01677,Male,0,No,Yes,33,Yes,Fiber optic,One year,Yes,Electronic check,114.36,3772.86,No
CUST_01678,Male,0,Yes,Yes,68,Yes,Fiber optic,Month-to-month,No,Bank transfer,77.46,5523.33,Yes
CUST_01679,Female,0,Yes,No,15,Yes,No,Month-to-month,Yes,Credit card,21.31,320.17,No
CUST_01680,Female,0,No,No,51,Yes,Fiber optic,Two year,Yes,Mailed check,85.19,4471.13,No
CUST_01681,Female,0,Yes,No,6,Yes,Fiber optic,Two year,Yes,Mailed check,112.99,668.6,No
CUST_01682,Female,0,No,No,69,No,Fiber optic,Month-to-month,Yes,Credit card,91.85,6617.16,Yes
CUST_01683,Male,0,No,Yes,69,Yes,DSL,Two year,No,Electronic check,45.81,3219.06,No
CUST_01684,Male,0,Yes,No,35,Yes,DSL,Month-to-month,No,Bank transfer,52.76,1768.48,Yes
CUST_01685,Male,0,Yes,No,34,Yes,DSL,One year,Yes,Bank transfer,60.08,1962.7,No
CUST_01686,Male,0,No,Yes,63,Yes,No,Month-to-month,Yes,Bank transfer,22.73,1488.26,No
CUST_01687,Female,0,Yes,Yes,68,Yes,Fiber optic,One year,Yes,Electronic check,95.29,6680.0,No
CUST_01688,Male,0,No,Yes,18,Yes,DSL,Month-to-month,Yes,Mailed check,74.75,1322.58,No
CUST_01689,Male,0,Yes,No,26,Yes,Fiber optic,Two year,No,Electronic check,107.28,2795.29,No
CUST_01690,Female,0,Yes,No,61,Yes,DSL,Two year,No,Bank transfer,65.67,4147.04,No
CUST_01691,Female,0,Yes,No,48,Yes,DSL,Month-to-month,No,Credit card,65.0,2996.09,No
CUST_01692,Female,1,No,No,72,Yes,No,One year,Yes,Bank transfer,19.95,1384.22,No
CUST_01693,Female,0,Yes,Yes,31,Yes,No,Two year,No,Mailed check,24.71,782.37,No
CUST_01694,Male,0,No,Yes,34,Yes,DSL,Month-to-month,Yes,Electronic check,47.69,1553.71,Yes
CUST_01695,Male,0,No,No,7,Yes,Fiber optic,Month-to-month,No,Electronic check,87.87,606.0,Yes
CUST_01696,Female,0,No,No,7,Yes,Fiber optic,Month-to-month,No,Bank transfer,99.74,680.84,Yes
CUST_01697,Male,0,Yes,No,47,Yes,Fiber optic,Month-to-month,Yes,Mailed check,112.55,5427.77,Yes
CUST_01698,Male,0,No,Yes,8,Yes,Fiber optic,One year,No,Mailed check,92.57,703.7,No
CUST_01699,Male,0,No,No,1,Yes,DSL,Month-to-month,No,Credit card,76.36,73.42,Yes
CUST_01700,Female,0,Yes,Yes,3,Yes,DSL,Month-to-month,Yes,Bank transfer,48.67,140.15,Yes
CUST_01701,Male,0,No,No,53,Yes,DSL,Month-to-month,No,Credit card,63.61,3309.76,No
CUST_01702,Female,0,No,Yes,38,Yes,DSL,Two year,No,Electronic check,56.06,2073.36,No
CUST_01703,Male,0,Yes,Yes,51,Yes,DSL,Two year,Yes,Electronic check,72.85,3614.37,No
CUST_01704,Male,1,No,No,15,Yes,DSL,One year,No,Mailed check,60.57,896.85,No
CUST_01705,Male,0,Yes,Yes,67,Yes,Fiber optic,Month-to-month,Yes,Credit card,91.39,5947.8,No
CUST_01706,Female,0,No,Yes,64,Yes,Fiber optic,Month-to-month,Yes,Mailed check,72.92,4482.81,No
CUST_01707,Male,0,No,No,68,Yes,DSL,Month-to-month,Yes,Bank transfer,60.33,4136.62,No
CUST_01708,Female,0,Yes,Yes,5,Yes,DSL,One year,Yes,Mailed check,47.83,249.95,No
CUST_01709,Female,0,No,No,10,No,DSL,Month-to-month,Yes,Electronic check,55.48,560.79,Yes
CUST_01710,Female,0,No,Yes,8,Yes,No,Month-to-month,Yes,Electronic check,18.89,154.99,Yes
CUST_01711,Male,0,No,Yes,12,Yes,DSL,Two year,Yes,Mailed check,56.71,712.61,No
CUST_01712,Male,0,Yes,Yes,64,Yes,No,Month-to-month,Yes,Bank transfer,19.59,1210.38,Yes
CUST_01713,Male,0,Yes,Yes,59,Yes,Fiber optic,Two year,Yes,Credit card,82.83,4867.51,No
CUST_01714,Male,0,Yes,No,67,Yes,No,Two year,Yes,Electronic check,19.04,1286.03,No
CUST_01715,Female,0,Yes,No,50,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.78,4409.26,Yes
CUST_01716,Female,0,Yes,No,23,Yes,DSL,Two year,Yes,Bank transfer,62.42,1451.79,No
CUST_01717,Female,0,No,Yes,40,Yes,Fiber optic,Month-to-month,Yes,Mailed check,107.65,4359.28,No
CUST_01718,Male,0,Yes,Yes,18,Yes,Fiber optic,Two year,No,Electronic check,94.25,1754.51,No
CUST_01719,Female,0,Yes,No,21,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.29,1742.24,No
CUST_01720,Male,0,Yes,No,1,Yes,Fiber optic,Two year,Yes,Bank transfer,103.12,99.43,No
CUST_01721,Female,0,No,No,38,Yes,DSL,One year,Yes,Mailed check,55.4,2035.63,No
CUST_01722,Male,0,No,No,41,Yes,Fiber optic,Month-to-month,No,Bank transfer,104.04,4147.13,Yes
CUST_01723,Male,1,Yes,Yes,42,Yes,No,One year,Yes,Bank transfer,20.71,849.06,No
CUST_01724,Female,0,No,No,9,Yes,No,Two year,No,Mailed check,21.6,195.62,No
CUST_01725,Female,0,No,Yes,23,Yes,Fiber optic,Two year,Yes,Electronic check,92.67,2094.62,Yes
CUST_01726,Female,0,No,No,11,Yes,DSL,One year,No,Credit card,78.45,902.01,No
CUST_01727,Female,0,No,Yes,71,Yes,DSL,One year,No,Credit card,50.38,3440.33,No
CUST_01728,Male,0,Yes,No,31,Yes,No,Month-to-month,No,Credit card,24.57,742.36,Yes
CUST_01729,Female,0,Yes,No,26,Yes,No,Two year,No,Bank transfer,21.93,591.29,No
CUST_01730,Female,0,No,Yes,30,Yes,No,One year,No,Electronic check,24.96,754.99,No
CUST_01731,Female,0,No,Yes,34,Yes,Fiber optic,Two year,Yes,Electronic check,95.79,3272.35,Yes
CUST_01732,Male,0,No,No,46,Yes,No,One year,Yes,Electronic check,22.59,1049.16,No
CUST_01733,Male,0,No,Yes,69,Yes,No,Month-to-month,Yes,Electronic check,23.25,1564.31,No
CUST_01734,Female,1,Yes,No,5,Yes,Fiber optic,Month-to-month,No,Bank transfer,106.98,548.89,Yes
CUST_01735,Male,0,No,Yes,61,Yes,Fiber optic,Month-to-month,No,Credit card,91.49,5578.98,Yes
